States,Regions,latitude,longitude,Dates,Usage,Situation,Season
Delhi,NR,28.6699929,77.23000403,2020-04-12,83.9,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-12,334.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-12,38.2,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-12,27.0,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-12,43.0,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-12,4.0,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-12,120.4,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-12,111.2,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-12,201.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-12,83.6,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-12,287.3,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-12,35.2,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-12,24.3,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-12,42.6,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-12,3.5,Covid-Lockdown,SPRING
